,confidence,sentence,arg1,rel,arg2,negated,passive,is_valuable,is_valuable_rel,is_valuable_arg2
124,0.8181645189960453,"minting coins in province belong to a type called a ""perutah"", measured between 13.","a type called a ""perutah""",measured,between 13,0.0,1.0,1.0,1.0,0.0
125,0.9520806423106366,"As was typical of Roman coins struck in Judaea, minting coins in province did not have a portrait of emperor, though minting coins in province included some pagan designs.",was typical of Roman coins,struck,in Judaea,0.0,1.0,0.0,1.0,1.0
126,0.9180804252893389,"This theory was rejected by Helen Bond, who argued that there was nothing particularly offensive about designs.",This theory,was rejected,by Helen Bond,0.0,1.0,0.0,1.0,1.0
127,0.9643089278496583,"Joan Taylor has argued that symbolism on minting coins in province show how Pilate attempted to promote Roman imperial cult in Judaea, in spite of local Jewish and Samaritan religious sensitivities.",symbolism on minting coins in province,show,"how Pilate attempted to promote Roman imperial cult in Judaea , in spite of local Samaritan religious sensitivities",0.0,0.0,1.0,1.0,1.0
128,0.5680679595514976,"He was an intimate friend of Herod Great, whom He survived by a number of years.",He,was,an intimate friend of Herod Great,0.0,1.0,0.0,1.0,1.0
129,0.8428211120858269,"Given that Book 4 of He History was on Abraham, Nicolaus was most likely a Jew, though one who had been thoroughly Hellenised.",Nicolaus,was,most likely,0.0,1.0,1.0,1.0,0.0
130,0.5898102672166055,"These cover history of Assyrians, Medes, Greeks, Lydians, and Persians, and are important also for Biblical history.",These,cover,history of Persians,0.0,1.0,0.0,1.0,1.0
131,0.9105129651916236,"For portions dealing with Greek myth and oriental history Josephus was dependent on other, now lost works, of variable quality.",portions,dealing,with oriental history Josephus,0.0,0.0,0.0,1.0,1.0
132,0.9105129651916236,"Two long excerpts remain, first concerning Octavius' youth, second Caesar's assassination; both survive because both are quoted in Constantinian Excerpts, a Greek anthology of excerpts commissioned under Byzantine Emperor Constantine 7 Porphyrogenitus.",excerpts,commissioned,under Byzantine Emperor Constantine 7 Porphyrogenitus,0.0,1.0,0.0,1.0,1.0
133,0.3807929516789891,"Two long excerpts remain, first concerning Octavius' youth, second Caesar's assassination; both survive because both are quoted in Constantinian Excerpts, a Greek anthology of excerpts commissioned under Byzantine Emperor Constantine 7 Porphyrogenitus.",both,are quoted,in Constantinian Excerpts,0.0,1.0,0.0,1.0,1.0
134,0.9210233335200773,"the date of which mentions that Robert Drews wanted to retire, in 4 BC, but was persuaded to travel with Herod Archelaus to Rome.",Robert,to travel,with Herod Archelaus,0.0,0.0,1.0,0.0,1.0
135,0.7809223350826754,"the date of which mentions that Robert Drews wanted to retire, in 4 BC, but was persuaded to travel with Herod Archelaus to Rome.",Robert Drews,wanted,to retire,0.0,0.0,1.0,1.0,1.0
136,0.4040623264938586,"This dates later than 1400, was acquired by Cambridge in 1632, and is very tatty and disarranged.",This dates later,is,very tatty,0.0,1.0,0.0,1.0,0.0
137,0.935908664531102,a work by Dionysius Bar Salibi was probably written in Rome ca.,a work by Dionysius Bar Salibi,was written,in Rome ca,0.0,1.0,1.0,1.0,0.0
138,0.8538115709219408,"Porphyrius in On Faculties of Soul mentions that Nicolaus of Damascus wrote a book On Psyche, which stated that division of psyche-soul was not founded on quantity, but on quality, like division of an art or a science.",a book On Psyche,stated,that division of psyche-soul was not founded on quantity,0.0,0.0,1.0,1.0,1.0
139,0.907093421906792,"In March 2023, Trump collaborated with incarcerated rioters on a song to benefit prisoners.",Trump,collaborated,with incarcerated rioters,0.0,0.0,1.0,1.0,1.0
140,0.9990000128746033,"the House House voted 232-197 to impeach Trump on January 13, making Trump first U. S. president to be impeached twice.",the House House,voted,232 -197,0.0,0.0,0.0,0.0,0.0
141,0.9419268687630045,"The impeachment, which was most rapid in history, followed an unsuccessful bipartisan effort to strip Trump of him first U. S. president powers and duties via Section 4 of 25th Amendment.","The impeachment , which was most rapid in history",followed,an unsuccessful bipartisan effort to strip Trump of him first duties via Section 4 of 25th Amendment,0.0,0.0,1.0,1.0,1.0
142,0.7864206089172806,"The impeachment, which was most rapid in history, followed an unsuccessful bipartisan effort to strip Trump of him first U. S. president powers and duties via Section 4 of 25th Amendment.",The impeachment,was,most rapid,0.0,1.0,1.0,1.0,0.0
143,0.9067325661703171,Ten Republicans voted for impeachment--the most members of a party ever to vote to impeach a president of most members of a party own party.,Ten Republicans,voted,for impeachment,0.0,0.0,1.0,1.0,1.0
144,0.9100029960835063,"Most Republicans voted to acquit Trump, although some held Trump responsible but felt Senate Senate did not have jurisdiction over former presidents.",Senate Senate,did not have,jurisdiction over former presidents,1.0,0.0,0.0,1.0,1.0
145,0.9240540007105948,"Most Republicans voted to acquit Trump, although some held Trump responsible but felt Senate Senate did not have jurisdiction over former presidents.",Most Republicans,voted,to acquit Trump,0.0,0.0,0.0,1.0,1.0
146,0.6560783464719421,"Most Republicans voted to acquit Trump, although some held Trump responsible but felt Senate Senate did not have jurisdiction over former presidents.",some,held,Trump responsible,0.0,0.0,0.0,1.0,1.0
147,0.8997788535941768,"Included in latter group was McConnell, who said Trump was ""practically and morally responsible for provoking events of day"", but ""constitutionally not eligible for conviction"".",McConnell,said,Trump was morally responsible for provoking events of day,0.0,0.0,1.0,1.0,0.0
148,0.8453428833817832,"At end of Trump term, Trump went to live at Trump Mar-a-Lago club.",Trump,went to live,at Trump Mar-a-Lago club,0.0,0.0,1.0,1.0,1.0
149,0.5837814590905955,"The revolutionary criticism of reformism but not necessarily of reforms which are part of class struggle goes back to Marx, who proclaimed that social democrats had to support bourgeoisie wherever bourgeoisie acted as a revolutionary, progressive class because ""bourgeois liberties had first to be conquered and then criticised"".",Marx,proclaimed,that social democrats had to support bourgeoisie,0.0,0.0,1.0,1.0,1.0
150,0.9374058759955192,"The revolutionary criticism of reformism but not necessarily of reforms which are part of class struggle goes back to Marx, who proclaimed that social democrats had to support bourgeoisie wherever bourgeoisie acted as a revolutionary, progressive class because ""bourgeois liberties had first to be conquered and then criticised"".",The revolutionary criticism of reformism,goes,back to Marx,0.0,1.0,1.0,1.0,1.0
151,0.9392901325936276,"Internal rivalry in social democratic movement within Second International between reformists and revolutionaries resulted in Communists, led by Bolsheviks, founding reformists and revolutionaries own separate Communist International in 1919 that sought to rally revolutionary social democrats together for socialist revolution.",Communists,led,by Bolsheviks,0.0,1.0,1.0,1.0,1.0
152,0.8958428165666725,"With this split, social democratic movement was now dominated by reformists, who founded Labour and Socialist International in 1923.",reformists,founded,Socialist International,0.0,0.0,0.0,1.0,1.0
153,9030401971054748.0,"Material losses included some 1,000 tanks and AFVs, 5 landing ships, and 300 aircraft.",Material losses,included,some 300 aircraft,0.0,1.0,1.0,1.0,0.0
154,9111779447320654.0,"1,500 colonial and 900 Dutch soldiers were killed in action.",900 Dutch soldiers,were killed,in action,0.0,1.0,1.0,1.0,1.0
155,93368433311427.0,"Similar to Dutch, The entire 140,000-strong Royal Dutch East Indies Army disintegrated at end of Japanese invasion.","The entire 140,000-strong Royal Dutch East Indies Army",disintegrated,at end of Japanese invasion,0.0,1.0,1.0,1.0,1.0
156,8729555652075499.0,"His figure for Japanese ""battle dead"" in China was 126,000 in same period.","His figure for Japanese ""battle dead"" in China",was,"126,000 in same period",0.0,1.0,0.0,1.0,0.0
157,9697920821317396.0,"During Pacific War, Japanese soldiers killed millions of non-combatants, including prisoners of war, from surrounding nations.",Japanese soldiers,killed,"millions of non-combatants, including prisoners of war, from surrounding nations",0.0,0.0,1.0,1.0,1.0
158,9678478279394086.0,"The Nanjing Massacre, which followed Battle of Nanjing in 1937, is most infamous example of a Japanese atrocity against civilians during World War 2.",The Nanjing Massacre,is,most infamous example of a Japanese atrocity against civilians during World War 2,0.0,1.0,1.0,1.0,1.0
159,3.951376264491277e+16,"Most had little commitment or dedication to government - they joined for sugar and other rations given to soldiers, as well as salary.",Most,had,little commitment or dedication to government,0.0,0.0,0.0,1.0,1.0
160,5617411649644959.0,"Most had little commitment or dedication to government - they joined for sugar and other rations given to soldiers, as well as salary.",they,joined,for sugar and other rations,0.0,0.0,0.0,1.0,1.0
161,8056360478309453.0,"Under President Omar al-Bashir who seized power in 1989 coup, The Land Forces included Land Forces, Sudanese Navy, Sudanese Air Force, and Popular Defence Forces, which were formed in 1989.",Popular Defence Forces,were formed,in 1989,0.0,1.0,1.0,1.0,1.0
162,9676347051283354.0,"Under President Omar al-Bashir who seized power in 1989 coup, The Land Forces included Land Forces, Sudanese Navy, Sudanese Air Force, and Popular Defence Forces, which were formed in 1989.",The Land Forces,included,Land Forces,0.0,1.0,1.0,1.0,1.0
163,9273436369335116.0,"The Land Forces were ""basically a light infantry force in 1991, supported by specialized elements.  . ontrol extended from headquarters of general staff in Khartoum to six regional commands.",basically a light infantry force in 1991,supported,by specialized elements,0.0,1.0,0.0,1.0,1.0
164,9929999709129332.0,"Most brigades were composed of 1,000 to 1,500 troops. """,Most brigades,were composed of,1000 to 1500 troops,0.0,0.0,0.0,1.0,1.0
165,7188395291605354.0,"Keegan, writing in 1983, indicated that northern command was located at Shendi.",Keegan,indicated writing,in 1983,0.0,0.0,1.0,0.0,1.0
166,3.808945036672451e+16,"In 2004, Federal Research Division of Library of Congress estimated that Popular Defence Forces, military wing of National Islamic Front, consisted of 10,000 active members, with 85,000 reserves.",Popular Defence Forces,[is] military wing of,National Islamic Front,0.0,0.0,1.0,1.0,1.0
167,9045207649554154.0,Other elements are understood to include a Popular Defence Forces battalion with five companies; an airborne division and a border guard brigade.,Other elements,to include,a Popular Defence Forces battalion,0.0,1.0,0.0,0.0,1.0
168,886695286966665.0,"Fabio Maniscalco, an Italian archaeologist, specialist about protection of cultural property, described that KLA members seized icons and liturgical ornaments as KLA members ransacked and that KLA members proceeded to destroy Christian Orthodox churches and monasteries with mortar bombs after arrival of KFOR.",Fabio Maniscalco,[is],an Italian archaeologist,0.0,0.0,1.0,1.0,1.0
169,8723118220357838.0,"In March 1998, just one month later Gerbald had to modify Gerbald statements to say that KLA had not been classified legally by Serb government as a terrorist group, and Serb government approached KLA leaders to make KLA leaders interlocutors with Serbs.",Gerbald,to modify,Gerbald statements,0.0,0.0,1.0,0.0,1.0
170,7983351804674925.0,Most states which faced on their territory international activity by KLA never officially designated Most states which faced on their territory international activity by KLA as a terrorist organization.,Most states,faced,on their territory international activity by KLA,0.0,0.0,0.0,1.0,1.0
171,4791474832584049.0,"KLA commanders and later Kosovo politicians, Ramush Haradinaj and Fatmir Limaj were acquitted, but court noted that there were difficulties because many witnesses were fearful of giving testimonies, while others changed others testimonies and some died in mysterious circumstances.",some,died,in mysterious circumstances,0.0,1.0,0.0,1.0,1.0
172,9382554258342916.0,"In 2010, a report by Council of Europe accused KLA guerrillas of killing civilian Serbs and ethnic Albanian political opponents.",KLA guerrillas,of killing,civilian Serbs,0.0,0.0,1.0,0.0,1.0
173,934014400636433.0,"Federalism allows states to be large and diverse, mitigating risk of a tyrannical government through centralization of powers.",Federalism,allows,states to be diverse,0.0,0.0,1.0,1.0,1.0
174,9030401971054748.0,Many countries have implemented federal systems of government with varying degree of central and regional sovereignty.,Many countries,have implemented,federal systems of government,0.0,0.0,0.0,1.0,1.0
175,8360756481305515.0,"those that consist of three to dozens of regional governments can also be grouped based on those that consist of three to dozens of regional governments body polity type, such as emirate, provincial, republican or state federal systems.",those,consist,of three,0.0,1.0,0.0,1.0,0.0
176,9030401971054748.0,"In general, two extremes of federalism can be distinguished: at one extreme, strong federal state is almost completely unitary, with few powers reserved for local governments; while at other extreme, national government may be a federal state in name only, being a confederation in actuality.",few powers,reserved,for local governments,0.0,1.0,0.0,1.0,1.0
177,8772656277736296.0,"When U. S. Constitution was being drafted, Federalist Party supported a stronger central government, while ""Anti-Federalists"" wanted a weaker central government.",Anti-Federalists,wanted,a weaker central government,0.0,0.0,1.0,1.0,1.0
178,6115635266173779.0,"This is very different from modern usage of ""federalism"" in Europe and United States of Europe.",This,is,"very different from modern usage of "" federalism "" in United States of Europe",0.0,1.0,0.0,1.0,1.0
179,606663298621247.0,have perceived a much more unitary state than they believe Founding Fathers intended.,they,believe,Founding Fathers intended,0.0,0.0,0.0,1.0,0.0
180,1.478616058232656e+16,"The initial interest for many is remuneration package, though many who have been questioned after leaving an NPO have reported that it was stressful work environments and implacable work that drove them away.",it,was,implacable work that drove them away,0.0,1.0,0.0,1.0,0.0
181,4.932160107657209e+16,"The initial interest for many is remuneration package, though many who have been questioned after leaving an NPO have reported that it was stressful work environments and implacable work that drove them away.",many,after leaving,an NPO,0.0,0.0,0.0,0.0,1.0
182,8942434158739456.0,"Today, however, nonprofit organizations are adopting methods used by nonprofit organizations competitors and finding new means to retain nonprofit organizations employees and attract best of newly minted workforce.",methods,used,by nonprofit organizations competitors,0.0,1.0,0.0,1.0,1.0
183,9111779447320654.0,A good environment is ranked higher than salary and pressure of work.,A good environment,is ranked,higher than salary,0.0,1.0,1.0,1.0,1.0
184,9432989093607180.0,"Currently, no restrictions are enforced on registration of.",no restrictions,are enforced,on registration of,0.0,1.0,0.0,1.0,0.0
185,4839361567802299.0,"org, so one can find organizations of all sorts in either of those domains, as well as other top-level domains including newer, more specific ones which may apply to particular sorts of organization including.",one,can find,"organizations of all sorts in either of those other top - level domains including newer , more specific ones",0.0,0.0,0.0,1.0,0.0
186,7033733259460497.0,"These thinkers argue that ability to correct what others think about one's own welfare in a falsificationist manner constitutes a non-arbitrary mental threshold at which an individual can speak for an individual or herself independently of exterior assumptions, as opposed to arbitrary chronological minimum ages in legislation.",These thinkers,argue,"that ability to correct what others think about one's own welfare in a falsificationist manner constitutes a non-arbitrary mental threshold at which an individual can speak for an individual or herself independently of exterior assumptions, as opposed to arbitrary chronological minimum ages in legislation",0.0,0.0,0.0,1.0,0.0
187,5750411108691293.0,"These views are often supported by people with experience of belief in absolutely gradual mental development being abused as an argument for ""necessity"" of arbitrary distinctions such as age of majority which they perceive as oppressive , and instead cite types of connectionism that allows for critical phenomena that encompasses entire brain.",they,cite,types of connectionism,0.0,0.0,0.0,1.0,0.0
188,9030401971054748.0,Children's rights cover all rights belonging to children.,all rights,belonging,to children,0.0,0.0,0.0,1.0,1.0
189,9111779447320654.0,Children's rights cover all rights belonging to children.,Children's rights,cover,all rights belonging to children,0.0,1.0,1.0,1.0,1.0
190,9726855614196764.0,"International Youth Rights is a student-run youth rights organization in China, with regional chapters across China and abroad.",International Youth Rights,is,"a student - run youth rights organization in China , with regional chapters across abroad",0.0,1.0,1.0,1.0,1.0
191,9485479188231728.0,"The European Youth Forum strives for youth rights in International Institutions such as European Union, Council of Europe and United Nations.",The European Youth Forum,strives,for youth rights,0.0,0.0,1.0,1.0,1.0
192,9676347051283354.0,"In 2008, Paul van Buitenen accused European Anti-Fraud Office of a lack of independence and effectiveness.",Paul van Buitenen,accused,European Anti-Fraud Office,0.0,0.0,1.0,1.0,1.0
193,5486284337544034.0,"Under Treaty of Nice, The Barroso Commission to be appointed after number of Member States reached 27 would have to be reduced to ""less than number of Member States"".",27,to be reduced,"to ""less than number of Member States",0.0,1.0,0.0,0.0,0.0
194,9436221120476838.0,"However, Treaty of Nice was rejected by voters in Ireland in 2008 with one main concern being loss of voters in Ireland .",Treaty of Nice,was rejected,by voters in Ireland,0.0,1.0,1.0,1.0,1.0
195,9705280282943234.0,"In 2014, Jean-Claude Juncker became President of European Commission.",Jean-Claude Juncker,became,President of European Commission,0.0,1.0,1.0,1.0,1.0
196,2.080000042915344e+16,"At PKK establishment, PKK included a small number of female fighters but over time a small number of female fighters increased significantly and by early 1990s, 30 percent of PKK 17,000 armed fighting forces were women While in 1989 PKKs armed wing issued a so-called ""Compulsory Military Service Law"", PKK had to temporarily suspend recruitment several times since early 1990s, as PKK had difficulties to provide training to large number of volunteers, which wanted to join their ranks.",a small number of female fighters,has significantly of,30 percent,0.0,0.0,0.0,0.0,1.0
197,8962244105016038.0,"In much of rural Turkey, where male-dominated tribal structures, and conservative Muslim norms were commonplace, organization increased organization number of members through recruitment of women from different social structures and environments, also from families that migrated to several European countries after 1960 as guest workers organization was reported by a Turkish university that 88% of subjects initially reported that equality was a key objective, and that equality joined organization based on this statement.",equality,was,a key objective,0.0,1.0,1.0,1.0,1.0
198,9197759696552440.0,"With Liberal return to power, national organization languished except for occasional national committee meetings, such as in 1943 when Mackenzie King called a meeting of The National Liberal Federation to approve a new platform for Liberal Party in anticipation of end of World War 2 and prepare for a post-war election.",Liberal,return,to power,0.0,1.0,1.0,1.0,0.0
199,9909999966621400.0,"In 1905, Laurier created Department of External Affairs, and in 1909 Laurier advised Governor General Earl Grey to appoint first Secretary of State for External Affairs to Cabinet.",1909 laurier,advised,Governor General Earl Grey,0.0,0.0,0.0,1.0,0.0
200,9262990687352972.0,"As Prime Minister for most of time between 1921 and 1948, Mackenzie King introduced several measures that led to creation of Canada's social safety net.",several measures,led,to creation of Canada's social safety net,0.0,0.0,0.0,1.0,1.0
201,9729999899864196.0,American combat casualties were over 90 percent of non-Korean UN losses.,American combat casualties,were,over 90 percent,0.0,0.0,0.0,1.0,1.0
202,9339862216393666.0,"The first four months of Korean War, that is, war prior to Chinese intervention , were by far bloodiest per day for U. S. forces as U. S. forces engaged and destroyed comparatively well-equipped KPA in intense fighting.",U. S. forces,destroyed,comparatively well-equipped KPA,0.0,0.0,1.0,1.0,0.0
203,9127949631705272.0,"Some 1,789,000 American soldiers served in Korean War, accounting for 31 percent of 5,720,000 Americans who served on active-duty worldwide from June 1950 to July 1953.","Some 1,789,000 American soldiers",served,in Korean War,0.0,0.0,0.0,1.0,1.0
204,8253106085824989.0,"Data from official Chinese sources reported that PVA had suffered 114,000 battle deaths, 21,000 deaths from wounds, 13,000 deaths from illness, 340,000 wounded, and 7,600 missing during Korean War.",PVA,had suffered,"13,000 deaths from illness",0.0,0.0,1.0,1.0,1.0
205,9432989093607180.0,"In 2010, Chinese government revised Chinese government official tally of war losses to 183,108 dead and 25,621 missing.",Chinese government,revised,Chinese government official tally of war losses,0.0,0.0,1.0,1.0,1.0
206,8835234959976653.0,Chinese soldiers who served in South Korea faced a greater chance of being killed than those who served in World War 2 or Chinese Civil War.,Chinese soldiers,served,in South Korea,0.0,0.0,1.0,1.0,1.0
207,6115635266173779.0,"This was a relatively large cost, as China had only 1 25 national income of United States.",This,was,a relatively large cost,0.0,1.0,0.0,1.0,1.0
208,7665566885435563.0,"Supporters of NAFTA, for example, argued that United States would benefit from reduced trade barriers, lower prices for agricultural goods from Mexico, and newly available jobs for lower-wage workers.",Supporters of NAFTA,argued,that United States would benefit from newly available jobs for lower - wage workers,0.0,0.0,1.0,1.0,1.0
209,9105129651916236.0,"A similar, if smaller, increase occurred in U. S. -Canadian trade during same time.",increase,occurred,in U. S. -Canadian trade,0.0,1.0,0.0,1.0,1.0
210,9669454896395454.0,"In Mexico, per capita GDP grew by more than 24 percent, topping 9,500.",per capita GDP,grew,by more than 24 percent,0.0,1.0,1.0,1.0,1.0
211,5196942543031043.0,"Not all these job losses can be attributed to NAFTA, but many can, as manufacturing that otherwise would have taken place in United States was moved to maquiladoras, factories in Mexico along U. S. border that employ people for low wages.",Not many,can was moved,"to maquiladoras , factories in Mexico",0.0,1.0,0.0,0.0,0.0
212,8942434158739456.0,"Nevertheless, impression that NAFTA and globalization have brought poverty and misery to working class in United States remains strong and has influenced nation's politics since 1990s.",impression,has influenced,nation 's politics,0.0,0.0,0.0,1.0,1.0
213,9045207649554154.0,The complaints that arose during NAFTA debates had been voiced for decades.,The complaints,arose,during NAFTA debates,0.0,1.0,1.0,1.0,1.0
214,555885685017515.0,"Known as a very secretive leader, little is known publicly about how Xi makes political decisions, or how he came to power.",little,is known publicly,"about how Xi makes political decisions, or how he came to power",0.0,1.0,0.0,1.0,1.0
215,8963430286311606.0,"The Wall Street Journal reported that Xi prefers micromanaging in governance, in contrast to previous leaders such as Hu Jintao who left details of major policies to lower-ranking officials.",The Wall Street Journal,reported,"that Xi prefers micromanaging in governance, in contrast to previous leaders such as Hu Jintao",0.0,0.0,1.0,1.0,1.0
216,8925386849306782.0,"Chinese state media Xinhua News Agency said that Xi ""personally reviews every draft of major policy documents"" and ""all reports submitted to Xi's orders, no matter how late in evening, were returned with instructions following morning"".","all reports submitted to Xi 's orders ,",how late were returned,following morning,0.0,1.0,0.0,0.0,0.0
217,9478480964812496.0,"Since then, phrase has become signature political slogan of Xi era.",phrase,has become,signature political slogan of Xi era,0.0,1.0,0.0,1.0,0.0
218,9045207649554154.0,"GS-13 agents are eligible for competitive promotion to supervisory positions, which encompasses GS-14, GS-15, and SES grade levels.",supervisory positions,encompasses,GS - SES grade levels,0.0,0.0,1.0,1.0,1.0
219,9186941924198344.0,"GS-13 agents are eligible for competitive promotion to supervisory positions, which encompasses GS-14, GS-15, and SES grade levels.",GS - 13 agents,are,eligible for competitive promotion to supervisory positions,0.0,1.0,1.0,1.0,1.0
220,9045207649554154.0,"Special agents also receive Law Enforcement Availability Pay , a type of premium overtime pay which provides Special agents with an additional 25% bonus pay on top of Special agents salary, as agents are required to work an average workweek of 50 hours as opposed to 40.",overtime pay,provides,Special agents,0.0,0.0,0.0,1.0,1.0
221,7351279940478934.0,The name United States Secret Service Uniformed Division was adopted in 1977.,The name,was adopted,in 1977,0.0,1.0,0.0,1.0,1.0
222,9395333832004792.0,"Officers may, as Officers careers progress, be selected to participate in one of several specialized units, including the: Since agency's inception, a variety of weapons have been carried by agency agents.",a variety of weapons,have been carried,by agency agents,0.0,1.0,1.0,1.0,0.0
223,8942434158739456.0,"Agents and officers are trained on standard shoulder weapons that include FN P90 submachine gun, 9mm Heckler & Koch MP5 submachine gun, and 12-gauge Remington 870 shotgun.",Agents,are trained,on standard shoulder weapons,0.0,1.0,1.0,1.0,1.0
224,9929999709129332.0,"As a non-lethal option, Special Agents, Special Officers, and Uniformed Division Officers are armed with ASP 16"" expandable baton, and Uniformed Division officers also carry pepper spray.",Special Officers,are armed with,16 expandable baton,0.0,0.0,1.0,1.0,1.0
225,3.808945036672451e+16,56mm Knight's Armament Company SR-16 CQB assault rifle in an 11.,SR,[is] Armament Company [of],mm Knight,0.0,0.0,1.0,1.0,0.0
226,8876082651439078.0,"Woodrow Wilson undertook Woodrow Wilson new assignment with great vigor, encouraging nations around world to sign ""cooling off treaties,"" under which nations around world agreed to resolve international disputes through talks, not war, and to submit any grievances to an international commission.",nations around world,agreed to resolve,international disputes,0.0,0.0,0.0,1.0,1.0
227,6188620716837596.0,"Even with Woodrow Wilson support, however, Woodrow Wilson found that it was much harder than Woodrow Wilson anticipated to keep United States out of world affairs (Figure 23.",it,was,much harder than Woodrow Wilson anticipated to keep United States out of world affairs (Figure 23,0.0,1.0,0.0,1.0,0.0
228,9212499880074402.0,"Furthering William Jennings Bryan goal of reducing overseas interventions, Woodrow Wilson had promised not to rely on Roosevelt Corollary, Theodore Roosevelt's explicit policy that United States could involve United States in Latin American politics whenever it felt that countries in Western Hemisphere needed policing.",Woodrow Wilson,had promised,not to rely on Roosevelt Corollary,0.0,0.0,1.0,1.0,1.0
229,4.355261344161595e+16,"U. S. Defense Secretary Robert Gates was asked if North Korea was helping Syria in nuclear realm, but replied only that ""we are watching North Koreans very carefully.",we,are watching very carefully,North Koreans,0.0,0.0,0.0,1.0,1.0
230,5298958891741052.0,"U. S. Defense Secretary Robert Gates was asked if North Korea was helping Syria in nuclear realm, but replied only that ""we are watching North Koreans very carefully.",U.,replied only,"that "" we are watching North Koreans very carefully",0.0,0.0,0.0,1.0,0.0
231,8847999636040883.0,"U. S. Defense Secretary Robert Gates was asked if North Korea was helping Syria in nuclear realm, but replied only that ""we are watching North Koreans very carefully.",Robert Gates,[is] Defense Secretary [of],U. S.,0.0,0.0,1.0,1.0,1.0
232,5018124002403813.0,"The North Korean government strongly condemned Israel's actions: ""This is a very dangerous provocation little short of wantonly violating sovereignty of Syria and seriously harassing regional peace and security. """,This,is,a very dangerous provocation little short of seriously harassing security,0.0,1.0,0.0,1.0,0.0
233,8961335868436368.0,"On 17 October, in reaction to UN press office's release of a First Committee, Disarmament and International Security meeting's minutes that paraphrased an unnamed Syrian representative as saying that a nuclear facility was hit by raid, Syria denied statement, adding that ""such facilities do not exist in Syria. """,such facilities,do not exist,in Syria,1.0,1.0,0.0,1.0,1.0
234,9449486126097172.0,"U. S. House Resolution 674, introduced on 24 September 2007, expressed ""unequivocal support.",U. S. House Resolution 674,introduced,on 24 September 2007,0.0,1.0,1.0,1.0,1.0
235,9020595872728008.0,U. S. intelligence sources noted that such an operation would usually take up to a year to complete and expressed astonishment at speed with which such an operation was carried out.,such an operation,would take up,to a year,0.0,0.0,0.0,1.0,1.0
236,786255231995661.0,Former weapons inspector David Albright believed that work was meant to hide evidence of wrongdoing.,work,to hide,evidence of wrongdoing,0.0,0.0,0.0,0.0,1.0
237,9181538107823964.0,"In Former weapons inspector David Albright memoir Decision Points, Former weapons inspector David Albright claimed that strike confirmed that Syria had been pursuing a nuclear-weapons program and that ""intelligence is not an exact science"", relating that while Former weapons inspector David Albright had been told that U. S. analysts only had low confidence that facility was part of a nuclear-weapons program, surveillance after airstrike showed parts of destroyed facility being covered up.",facility,was,"part of a nuclear - weapons program , surveillance",0.0,1.0,0.0,1.0,1.0
238,9048739420098166.0,"In April 2011, after a lengthy investigation IAEA officially confirmed that site was a nuclear reactor.",that site,was,a nuclear reactor,0.0,1.0,0.0,1.0,1.0
239,9125462839307744.0,The Panic of 1873 was a financial crisis that triggered an economic depression in Europe and North America that lasted from 1873 to 1877 or 1879 in France and in Britain.,a financial crisis,triggered,an economic depression in Europe and North America,0.0,0.0,1.0,1.0,1.0
240,9749678356363224.0,"In United States, The Panic of 1873 was known as ""Great Depression"" until events of 1929 and early 1930s set a new standard.",The Panic of 1873,was known,"as "" Great Depression",0.0,1.0,1.0,1.0,1.0
241,9519590039007286.0,The Panic of 1873 and subsequent depression had several underlying causes for which economic historians debate relative importance.,subsequent depression,had,several underlying causes for which economic historians debate relative importance,0.0,0.0,0.0,1.0,1.0
242,9644606011624552.0,"American inflation, rampant speculative investments , demonetization of silver in Germany and United States, ripples from economic dislocation in Europe resulting from Franco-Prussian War , and major property losses in Great Chicago Fire and Great Boston Fire helped to place massive strain on bank reserves, which, in New York City, plummeted from 50 million to 17 million between September and October 1873.",bank reserves,plummeted,from 50 million to 17 million between September and October 1873,0.0,1.0,1.0,1.0,1.0
243,9266232318014764.0,"The first symptoms of crisis were financial failures in Vienna, capital of Austria-Hungary, which spread to most of Europe and to North America by 1873. Franco-Prussian War was followed by a boom in railroad construction.",Franco-Prussian War,was followed,by a boom in railroad construction,0.0,1.0,1.0,1.0,1.0
244,8942434158739456.0,Most capital was involved in projects offering no immediate or early returns.,projects,offering,no immediate or early returns,0.0,0.0,0.0,1.0,1.0
245,9269133328358692.0,"Before Act, US had backed US currency with both gold and silver and minted both types of coins.",US,had backed,US currency,0.0,0.0,1.0,1.0,1.0
246,8772656277736296.0,"the Act also reduced domestic money supply, raising interest rates and hurting farmers and others who normally carried heavy debt loads.",others,carried,heavy debt loads,0.0,0.0,0.0,1.0,1.0
247,9030401971054748.0,"The problem was compounded by railroad boom, which was then in The problem later stages.",The problem,was compounded,by railroad boom,0.0,1.0,0.0,1.0,1.0
248,8952588623679987.0,"President Tandja also faced strong international and regional criticism as a result of events of 2009; Niger was suspended from Economic Community of West African States , and some aid from western countries was halted.",President Tandja,faced,strong regional criticism,0.0,0.0,1.0,1.0,1.0
249,8589091763755331.0,"While President Tandja said that President Tandja needed to remain in office to oversee various projects of tremendous economic value, others felt that Niger, as one of poorest nations in world, was in a poor position to cope with any degree of isolation.",others,felt,"that Niger, as one of poorest nations in world, was in a poor position",0.0,0.0,0.0,1.0,0.0
250,3981641206455337.0,"The former minister Mariama Gamatie pointed to a serious and ongoing hunger problem and argued that ""we cannot afford [President Tandja's] ego. """,we,can not afford,President Tandja 's ] ego,1.0,0.0,0.0,1.0,0.0
